,sentences,source,article_id
1720,"Google has a limited presence in China, although the company has signaled it could expand there.",Reuters,385
39772,"Another 500,000 of those parts appear to be safe, according to U.S. safety regulators, leaving the safety of more than 3 million replacement parts in question.",Reuters,8738
17538,"The case is the first by the U.S. Justice Department to go to trial over allegations that financial institutions manipulated Libor, or the London interbank offered rate, a shortterm rate banks charge each other for loans.",Reuters,3689
90941,"Flush with cash, farmers went shopping.",Reuters,14654
878," U.S. stocks sold off further on Thursday, giving the Dow and S&P 500 their worst fourday starts to a year ever, dragged down by another drop in Chinese equities and oil prices at 12year lows.",Reuters,181
12085,"Target stores nationwide have some 8 to 9 billion items on store floors, in transit or in warehouses at any given time, he said.",Reuters,2624
43793,"Germany's Audi (DE:VOWG_p), BMW (DE:BMWG) and MercedesBenz (DE:DAIGn) are among luxury carmakers that have recently announced new production capacity in the region.",Reuters,9639
3285,"The company is also seeking FDA approval for its E4 device, a researchgrade version for use in clinical trials.",Reuters,781
104939,"Rather than talking about further expansion, top managers at VW  concerned that profitability gains aren't keeping pace with the company's steadilygrowing size  have been pushing a new efficiency program that includes 5 billion euros of cost cuts per year at the core passengercar brand.",Reuters,15791
37357,"It is not part of the previously announced plans for the same plant to build the Bolt, a smaller electric vehicle, a GM spokesman said.",Reuters,8203
8232,"The ""radical action"" would give the Cincinnatibased company a chance to contend with more ""agile competitors,"" according to Barron's report this weekend.",Reuters,1855
11338,"Verizon is still considering how some of these asset sales could best be structured and no deal is imminent, the people added.",Reuters,2477
23189,"""Many people live in the west and we just built a factory there.",Reuters,4776
29706,"RBS was briefly the world's biggest bank by assets, but has more than halved its assets and the size of its investment bank and sold businesses around the world.",Reuters,6450
12585,"Within Asia, Jakarta (JKSE) and Hong Kong (HSI) led the region higher.",Reuters,2695
95609,The order is part of BOC Aviation's strategy to build its fleet for the next seven years.,Reuters,15036
16610,"We must become leaner and take decisions more rapidly,"" Mueller said of his recovery plan.",Reuters,3477
82907, (Reporting by Caroline Copley; Additional reporting by Katharina Bart; Editing by Ryan Woo),Reuters,14073
108124,"Takata cited the two Japanese automakers in its letter, posted on an NHTSA website.",Reuters,16124
67018,WHY TAKE THE MONEY?,Reuters,12769
94435,"Immediate focus was on the ISM's report on U.S. manufacturing due later in the day, which might point to the U.S. phasing out quantitative easing just as the ECB contemplates its adoption.",Reuters,14929
107373," Daimler (DE:DAIGn) management wants to cut costs further at its truck plants in Germany, an objective which could threaten around 2,000 jobs, labor representative and deputy supervisory board chairman Michael Brecht said on Wednesday.",Reuters,16059
44949,"By comparison, the Vanguard Total Bond Market Index Fund had $117.3 billion as of April 30, according to a Vanguard spokesman.",Reuters,9869
40580,"It's also Friday and Greece worries are still in the marketplace,"" said Peter Cardillo, chief market economist at Rockwell Global Capital in New York.",Reuters,8931
76826, (Reporting by Ilona Wissenbach; Writing by Edward Taylor; editing by Keith Weir),Reuters,13634
76524,"The case is Moore et al v. Apple Inc, U.S. District Court, Northern District of California, No. 1402269.",Reuters,13624
108906,"Some of the extra spending would be directed to supplying large batteries used by other electric vehicle makers, Ito said.",Reuters,16437
70477,"More recently, it won an exemption from safety rules that threatened U.S. sales of the coupe and convertible versions of its DB9 and Vantage models.",Reuters,13134
84480,"The pricey content deal comes as Turner, which also operates the 24hour news channel CNN, attempts to crack down on costs.",Reuters,14187
97968,"A spokesman, Jonathan Gasthalter, declined to comment.",Reuters,15214
63818,"UPS (N:UPS) was among the largest drags on the S&P 500 after a gloomy outlook, alongside Exxon Mobil (N:XOM).",Reuters,12454
31693,"Slowing Chinese growth means less demand for commodities such as iron ore, one of Australia's chief exports.",Reuters,6877
53369,"Apple Watch is not a real watch but a consumer electronic,"" he told Reuters in Basel on Thursday.",Reuters,11252
91882,"Berry, who has a law degree from the University of California Hastings College of the Law in San Francisco, joined the regulator in 1995, according to his LinkedIn profile.",Reuters,14713
19056,"""It's having trouble finding a way to create new demand for its smartphones.",Reuters,3940
51872,He also holds restricted stock worth $665 million if it were to be fully vested.,Reuters,11051
52733,"Boeing, prime contractor for the GPS IIF satellites, had no immediate comment on the news, which comes days before the Air Force is due to launch the ninth GPS IIF satellite into space.",Reuters,11197
14366,"""If a customer of mine had that kind of experience, they'd never order from me again,"" Beets said.",Reuters,3037
15912, Suppliers of everything from groceries to sports equipment are already being squeezed for price cuts and cost sharing by WalMart Stores (N:WMT).,Reuters,3390
80215,"The Fed also dropped a characterization of U.S. labor market slack as ""significant"" in a show of confidence in the economy's prospects.",Reuters,13860
106297,Last month American Apparel's board dismissed Charney.,Reuters,15953
90778,"It has said it does not expect to raise rates until 2015, but recent strong data has led Fed officials to acknowledge they may need to act sooner than they thought just a few months ago.",Reuters,14646
14674,"Microsoft shares (O:MSFT) rose 10.1 percent to $52.87, their highest in 15 years, after adjusted revenue beat expectations for the ninth quarter in a row.",Reuters,3101
101983,"Subscription revenue rose because of new digital products that the company rolled out including the NYT Now app, which accounted for most of the increase.",Reuters,15525
86489,"Critics question the state's decision to throw so much money at Tesla, ending taxincentive programs for the film industry that had helped the Las Vegas area, along with incentives for the insurance industry.",Reuters,14315
95263,His wife named it after the eponymous animal's fur.,Reuters,15000
67673,"For instance, The refinery has bought highsulfur oil similar to Olmeca only occasionally over the past four years, according to EIA data.",Reuters,12855
37104,"Less wellestablished midstream companies may have to close, it said, forcing a consolidation in the market.",Reuters,8115
18305,The UAW had previously told the company that it would terminate the current labor contract if a new fouryear contract deal was not reached by 11:59 pm EDT on Wednesday on Thursday.,Reuters,3814
60195,"It has suspended ties with Shanghai Husi parent OSI Group LLC, and its Japanese unit shifted supply chain oversight to its chief financial officer.",Reuters,12093
52126," Indonesia wants to play a major role in a new Chineseled Asian infrastructure bank, with at least the vicepresident's position reserved for the Southeast Asian country, the finance minister said.",Reuters,11096
73727,"For each of the moves, NHTSA said, ""The closing of this investigation does not constitute a finding by NHTSA that a safety related defect does not exist.""",Reuters,13385
100304," Samsung Electronics Co Ltd said it will do 30 percent less business with a parts supplier after uncovering employment of child workers at the Chinabased firm, marking the IT giant's strongest objection to the illegal practice to date.",Reuters,15389
90427,The company said last week it would buy organic food producer Annie's Inc for about $820 million.,Reuters,14610
73768,"When Syngenta released its Agrisure Duracade corn this year, which is approved in the United States but not by China, it contracted grain handler Gavilon, owned by Japanese trading house Marubeni Corp, to oversee the launch.",Reuters,13387
38469,"China aims to create a modern Silk Road Economic Belt with railways, highways, oil and gas pipelines, power grids, Internet networks, maritime and other infrastructure links across Central, West and South Asia to as far as Greece.",Reuters,8447
9852,Suppliers say the machines reduce the need for human labor substantially.,Reuters,2140
28542,The combined company expects to save about $1.5 billion in annual costs by the end of 2017.,Reuters,6117
91120,"The General Assembly in June passed legislation that would, if enacted into law, allow sales to resume.",Reuters,14663
23722,"The Department of Justice, after years of criticism from lawmakers and the general public that people responsible for the 200809 financial crisis had not been held accountable, on Wednesday advised prosecutors to take a tougher stand against highlevel executives and other employees for wrongdoing under their watch.",Reuters,4906
108813,"""The authorities need to do their investigation to see if the accusations are valid, and to see where the pollution happened, whether it was deliberate or accidental,"" Abdul Shukor Husin, the council's committee chairman, told Reuters.",Reuters,16392
29356,"This lack of patronage becomes particularly painful as slower economic growth becomes the norm in China, and as consultants Euromonitor forecast growth in the already crowded fast food market to slow to around 4 percent by 2019, less than a third of the pace a decade earlier.",Reuters,6356
85071,Their leader's remarks raised the prospect of a more forceful attempt to make Hadi choose a candidate they prefer.,Reuters,14221
3741,"Higher interest rates make loans more expensive, crimping profit margins.",Reuters,856
85558,(Editing by Alessandra Galloni),Reuters,14250
29708,"The taxpayer could make at least 2 billion pounds on the Lloyds bailout, also at the height of the financial crisis.",Reuters,6450
90084,"Following the sale of its stake to Vivendi and the conversion of a threeyear exchangeable bond issued earlier this year, Telefonica will have ended its sevenyear partnership with Telecom Italia.",Reuters,14574
64624,"In his televised speech that followed, the group's leader AbdelMalek alHouthi warned Hadi that he had to implement the powersharing deal.",Reuters,12517
78540,South Korean shares  (KS11) were down 0.9 percent.,Reuters,13767
11064,Boeing and  Lockheed Martin  Corp (N:LMT) on Friday filed a formal protest against the decision.,Reuters,2410
100537,"A potential tieup would create one of the world's largest media conglomerates, dominating content production with two major studios, a stable of cable networks like Fox News and TNT, broadcast networks and payTV channel HBO.",Reuters,15405
61856,"Carpenter, who had done stints as an executive at Citigroup Inc (N:C) and General Electric Co's (N:GE) Kidder Peabody Group Inc, put ResCap into bankruptcy in 2012 and sold off foreign divisions.",Reuters,12251
4476,"Carlyle and Hellman & Friedman declined to comment, while PPD did not respond immediately to a request for comment.",Reuters,1033
91504,Spokesman Mikhail Leontiyev said Rosneft's lawyers were studying the sanctions and their implications for joint Arctic drilling with Exxon.,Reuters,14689
72345,"That could change if a more fundamental shortcoming, such as a design flaw rather than a manufacturing issue, was found to be at the root of the defects, or if there's a significant expansion in the scale of car recalls.",Reuters,13278
97068,"Rival American Apparel Inc also said samestore sales fell 6 percent, while revenue was flat in the second quarter ended June 30.Urban Outfitters Inc also reported flat samestore sales growth in the quarter ended July",Reuters,15157
80185,"On an adjusted basis, Visa's net income rose 14 percent to $1.4 billion, or $2.18 per Class A share, for the quarter ended Sept. 30.",Reuters,13857
20386,"Bank of America's thirdquarter trading revenue may fall between 5 percent and 6 percent due to weakness in its fixed income business, Chief Executive Brian Moynihan said at a conference less than two weeks ago.",Reuters,4183
13124,The company said it was aware of seven injuries related to the problem but no accidents.,Reuters,2815
70751,"Of students who enrolled in 2009, 90 percent had graduated within five years, Stanford said, compared with a fiveyear graduation rate of 92.2 percent five years earlier.",Reuters,13155
33969,"With sales of $86 billion last year, Singaporelisted Noble is one of Asia's largest firms to find itself in a reputational battle over accounts where consequences can be longlasting.",Reuters,7354
47353,"Navinder Singh Sarao, 36, will remain jailed in London for at least one night after bail was set at 5 million pounds ($7.5 million), along with other conditions.",Reuters,10258
27707,"Chinese stocks fell 6 percent on Tuesday, and further weakness in both that market and China's economy could play out very differently in these two funds.",Reuters,5879
54086,Shares of Cheung Kong had been halted since March 10.,Reuters,11343
27193,"Pioneer's goal is to eliminate the use of fresh water in fracking in 5 to 10 years, said McNair.",Reuters,5751
56459,"Some Chicago debt is trading at worse levels than bonds sold by Illinois, which is paying the biggest yield penalty among states in the U.S. municipal bond market due to its own fiscal woes.",Reuters,11663
98959,"Companies are giving staff practical coaching, including holding mock raids, and bringing in legal experts to train them on how to handle intense, onthespot questioning, negotiate cultural hurdles, and make contingency arrangements to source emergency legal advice.",Reuters,15286
52243,"The Brazilian private equity firm is looking at new acquisition targets after investors pledged about $5 billion to form a new takeover fund, the Journal had reported in January.3G Capital has been criticized in the past for its decision to cut thousands of jobs at Heinz.",Reuters,11134
50345,MEGA MERGERThe halving in crude prices on the back of a shale oil boom in the United States and a decision by Saudi Arabia not to cut production has created an environment similar to the early 2000s when many supermergers took place.,Reuters,10772
24397,"Still, the tax exemption provides an incentive for Keurig, the tax experts said.",Reuters,5077
41754,"Transocean, which owned the Deepwater Horizon rig, had settled its Clean Water Act liability for $1 billion.",Reuters,9232
99939,"L.P. (KKR) took Alliance Boots, which runs the Boots chain of pharmacies that dot main streets across Britain, private in 2007.",Reuters,15362
47445,Brookfield Asset Management's offer of $28.75 per share is at a premium of 17.4 percent to Associated Estates' closing price on the New York Stock Exchange on Tuesday.,Reuters,10278
74308,"""We will continue to meet our responsibility  we will do what we must to raise inflation and inflation expectations as fast as possible,"" Draghi said in a heavyweight speech.",Reuters,13437
50031,"Boeing officials deny this and say their rival has lost the argument because the wider fuselage on jets like the 777 allows for more seats in each row, without sacrificing comfort.",Reuters,10725
18657,"""I've already got a relationship with the customer,"" said Boland.",Reuters,3867
71537,"The disappointing Chinese and Japanese data contrasted sharply with Friday's U.S. nonfarm payrolls that showed employment in November surged by 321,000, easily topping forecasts for 230,000 new jobs.",Reuters,13209
101378,"According to one internal website, Amazon intends to take a 20 percent cut of jobs under $1,000 by August 14 and 15 percent for services over $1,000.",Reuters,15466
27607,Yum China booked four consecutive quarters of steep samerestaurant sales declines following allegations of improper meat handling at OSI Group's Shanghai Husi Food Co Ltd in July 2014.,Reuters,5862
63664,Blackstone Advisory Partners LP was financial adviser to RockTenn in the deal.,Reuters,12441
103992,The company operated 72 stores in the region as of Jan. 31.,Reuters,15718
70752,Some students say they are quitting to start companies.,Reuters,13155
24423,AutoNation said its policy would apply to all 293 U.S. stores and cover wholesale and retail transactions.,Reuters,5078
18473,"A deadline extension can be granted if SABMiller asks for it, and AB InBev wants shareholders to lobby the company.",Reuters,3832
20464,European shares partially recouped early losses but most major indexes remained near 2015 lows.,Reuters,4210
78035,"As of Feb. 22, Eissenstat also owned shares in Continental valued at more than $7 million, SEC filings show.",Reuters,13724
29352,"Experts say it's premature to forecast what action, if any, the auditor will face in this instance.",Reuters,6355
85258,"Ford joins Deutsche from Goldman Sachs, where she was global head of compliance for Goldman's investment banking and merchant banking divisions and the executive office.",Reuters,14232
105719,"Investors will also grapple with a host of economic data on Tuesday, with June import prices, the July New York Fed manufacturing survey, and June retail sales data all due at 8:30 a.m.",Reuters,15852
104959,Chip maker Intel Corporation (NASDAQ:INTC) and network equipment maker Cisco Systems Inc (NASDAQ:CSCO),Reuters,15792
67363,"They said traders would use such names as The Cartel, The Bandits' Club and The Mafia to swap confidential orders, and set prices through manipulative tactics such as ""front running,"" ""banging the close"" and ""painting the screen.""",Reuters,12819
31612,"Energy Future filed for bankruptcy protection in 2014, squeezed by weak power prices and unsustainable debt.",Reuters,6872
31632,"While the rising level of deferred costs affects the 787's ultimate profitability, Solomon said, ""it's the ongoing cost that we're really paying attention to.""",Reuters,6873
45123,"It's unlikely that the board  evenly split between investor and labor representatives  will reach a decision on a new chairman, one source said, declining to be more specific.",Reuters,9903
76848,"Halford said the bank was aware of investor concerns, including whether its cost cutting plans went far enough and whether its capital was high enough.",Reuters,13636
1109,China's securities regulator also unveiled new rules on Thursday to restrict selling by big shareholders who have been locked into their holdings for six months since Beijing banned them from offloading stocks to arrest a summer market crash.,Reuters,216
65913,"Higher targets are necessary because of increased costs of holding more capital and complying with additional regulatory requirements, including antimoney laundering rules, Larsen said.",Reuters,12671
25963,That could mean a costly upheaval for retailers and brands to change packaging and invest in new systems and scanners.,Reuters,5479
13971,"The $9ashare cash deal, worth $17.2 billion including acquired debt, will increase the footprint of Walgreens, the largest U.S. drugstore chain, by half.",Reuters,2963
80135,"The dollar hovered near a threeweek peak of 109.145 yen  after rallying nearly 0.7 percent overnight in light of the Fed's statements, while the euro fell to a threeweek trough of $1.2605 .",Reuters,13853
64981,"The company had invested heavily in its supply chain operations, but a combination of dataentry and ordering errors, poor training, and confusion over differences between U.S. and Canadian systems resulted in empty shelves for key merchandise and overstocking of other products.",Reuters,12574
6762,"  Lockheed Martin  Corp (N:LMT) has been awarded a contract worth $914 million to upgrade Singapore's F16 aircraft, the Pentagon said on Tuesday.",Reuters,1483
55104,"While at Prudential, Thiam failed in an attempt to take over Asianfocused insurer AIA (HK:1299) in 2010 after a shareholder rebellion.",Reuters,11477
35638,The size of the settlement was slightly more than the $17.6 billion that investors had initially feared BP would be fined for gross negligence under the Clean Water Act alone.,Reuters,7756
40317,"The Nasdaq Biotechnology index is up 52 percent over the last year, while the S&P Pharmaceuticals index is up 33 percent over the same time.",Reuters,8866
68571,"They estimated the boost to world growth would be between 0.3 and 0.7 percentage points above the Fund's baseline forecast of 3.8 percent in 2015, with the gain to China ranging from 0.4 to 0.7 percentage points.",Reuters,12949
100901,"Meanwhile at home, the troubles also piled on.",Reuters,15428
88247,"Airbus lost one of its existing A380 customers in July when it revoked an order for six A380s from Japan's Skymark Airlines, which faced difficulties financing its purchase.",Reuters,14451
51428,"""We bought DuPont before this happened, and we do think this is, at minimum a distraction, at maximum a dislocation to the plan that is in place,"" said Robert Zagunis, managing director of Jensen Investment Management, which owns 1.8 million DuPont shares.",Reuters,10984
78972,"""The execution focus was not sufficient,"" Weinberg said.",Reuters,13795
13418,Qantas' commitment to the 787 had been in doubt after it canceled 35 orders for the stretched 7879 model in 2012 amid financial losses.,Reuters,2852
107291,"GOL/ Spot gold XAU= fell 0.3 percent to $1,323.55 an ounce, pulling back from a 3month high of $1,332.10 hit earlier this week as tensions in Iraq and Ukraine stoked safehaven demand.",Reuters,16052
50352,"The industry as a whole has also developed too many projects set to come onstream in the next few years, likely to cause a glut and an price collapse several years down the road, analysts have said.",Reuters,10772
56956,"Adjusted earnings per share, which excludes items including a massive loss related to the Canada exit, came to $1.50 in the fourth quarter.",Reuters,11742
16756,"That sector will be headed by Kathy Warden, now corporate vice president and president of Information Systems, Northrop said.",Reuters,3509
103133,The SEC said it would give the settlement money to investors who were harmed by the bank's misrepresentations.,Reuters,15617
22219,Research firm IBISWorld estimates that PetSmart and Petco collectively account for more than half of the U.S. pet stores industry's revenue.,Reuters,4569
31956,United's outlook reflects the challenging revenue environment that U.S. airlines continue to face as the strong dollar lowers foreign travelers' spending power in the United States.,Reuters,6933
18589,"Managing Director Nick Lawson, adding that after a rough September investors were ready to put more firepower into rebound bets.",Reuters,3859
43230,"""It's a gauge of people's perspectives as to what the Fed will do next,"" said Frankel, adding that utilities are in favor if people think the Fed will stall on interest rate hikes.",Reuters,9510
17751,"United Continental Holdings Inc intends to compete on price when necessary, add destinations and offer easy connections to keep customers, Jim Compton said.",Reuters,3713
48438,"""The contract signed on Friday for the classic A380 includes a longterm ""Totalcare"" package, which means RollsRoyce will also provide service and maintenance to Emirates.",Reuters,10442
50369,"""Thanks to our wellestablished partnership with the RenaultNissan Alliance, we are able to drastically reduce the time and cost to enter this key segment.",Reuters,10782
75026,Stock exchanges and some SEC commissioners were upset that the initial plan did not capture more large broker dealers who match investors' orders internally.,Reuters,13485
27509,"AnheuserBusch InBev, maker of Budweiser and Stella Artois, has made a string of craft beer company acquisitions in the last 18 months that include Blue Point Brewing, Elysian Brewing and 10 Barrel Brewing.",Reuters,5842
91231,"For Nissan, the plant cuts would be a partial retreat from the automotive battery market  expected to top $20 billion by 2020  just as Californiabased Tesla builds its $5 billion ""Gigafactory"" with Panasonic (T:6752) in Nevada.",Reuters,14671
55469,"Shares of Office Depot, which reported lowerthanexpected quarterly sales last week, were down 0.5 percent.",Reuters,11535
86578,"Others on the board have experience in telecoms, media, finance and cars, while Patrick Cescau, the board's senior independent director, is a former chairman of Unilever (L:ULVR), one of Tesco's biggest suppliers.",Reuters,14318
58397,"Shares of the company, which had jumped more than 40 percent on the Toronto Stock Exchange since being listed in December, rose another 7.7 percent on Tuesday to C$51.96.",Reuters,11908
71870,"For example, the twoyearold, $576 million JPMorgan Global Bond Opportunities Fund, received $346 million in inflows since Sept. 26, the day Gross quit, according to",Reuters,13241
101720,"WHY IRELAND?Ireland is not the only home for inversions  Britain, the Netherlands and Switzerland are also popular.",Reuters,15500
64608,"For now at least they appear to have decided to stop short of overthrowing Hadi, possibly preferring to exert control over a weakened leader rather than take on the burden of power.",Reuters,12517
74465,but it's still important,Reuters,13451
58080,"The Association for Unmanned Vehicle Systems International, an industry trade group, also reserved judgment for now.",Reuters,11862
57719,"All three companies' disinfection recommendations were approved by the FDA.Some experts advocate the use of disposable, singleuse instruments, rather than reusable ones that must be sterilized after every procedure.",Reuters,11830
36128,"The final transaction is still large enough to secure production of one of Airbus's most profitable planes, but one which is heading towards a revamp after 20 years in the market.",Reuters,7869
16418,"Falling prices for used widebody planes, especially Boeing's older 777200ER, are making new sales more difficult.",Reuters,3456
63939,Total CEO Patrick Pouyanne also said it would maintain dividends while Eni chief Claudio descalzi told Reuters television he was confident prices would rebound and that the company would be also able to sustain dividends.,Reuters,12469
70133,The former casino floor would be converted to administrative offices.,Reuters,13111
43596,"Hyundai Motor Co's Santa Fe, FCA's Jeep Cherokee and Dodge Durango were rated ""marginal"".",Reuters,9602
63915,"Deere had about 59,600 fulltime employees as of Oct. 31, including approximately 29,000 employees in the United States and Canada.",Reuters,12467
7034,"This will allow the foreign companies to offer more attractive options while keeping vehicle prices competitive with the unionized Detroit Three automakers, or charge less for their vehicles.",Reuters,1551
94984,"The PHLX housing index (HGX) lost 0.4 percent, but was off earlier lows.",Reuters,14970
22255,"""We thought it was better because it was shorter.",Reuters,4590
19973,It not immediately clear if the contract announced Wednesday would encompass those upgrades.,Reuters,4107
31949,"Separating it from FCA's brands such as tiny Fiat 500s and sporty Maseratis is an ""act of purification"" to unlock value at both, Marchionne has said.",Reuters,6921
48357,"This, in turn, could renew politically charged debates over Google's tax avoidance moved and privacy safeguards.",Reuters,10435
5779,Bumper harvests in the past decade have also reduced the urgency for new technologies.,Reuters,1296
1480,"In a bid to stabilize its markets, the People's Bank of China on Tuesday injected $20 billion into the financial system.",Reuters,304
43453,"McNerney reaffirmed Boeing's goal of generating more than $9 billion in operating cash flow this year, and said that figure will increase in 2016 and beyond.",Reuters,9564
14199,"On a visit to Washington, Dobrindt said he had updated his U.S. counterpart, Anthony Foxx, on measures Germany has taken to clear up the scandal and would keep the U.S. government regularly informed on developments.",Reuters,3019
84866,"In keeping with Cadillac's new naming scheme, the future crossovers are expected to carry the designation XT to distinguish them from sedans that will be called CT.",Reuters,14206
29883,"Its stock fell 2.36 percent, weighing most on the Nasdaq and the S&P 500.The company's shares slipped below their 200day daily moving average, a key technical level closely watched by traders, for the first time in nearly two years.",Reuters,6476
89740,"""I think GSK is a buy when the CEO of that business goes,"" said John Bennett, a director of European equities at Henderson Global Investors, which has a holding in the drugmaker.",Reuters,14543
93144,"The passenger load factor, a measure of the portion of capacity filled, rose 1.1 percentage points to 89 percent, the carrier said in a statement.",Reuters,14817
4063,"Chung told the gathering that the company must build on the launch of new ecofriendly vehicles and the rollout of its highend Genesis brand, Yonhap said.",Reuters,948
75721,A spokesman for Porsche SE rejected the allegations.,Reuters,13553
55050,The steep drop in oil prices has worried investors about GE's business supplying equipment and services to the energy industry.,Reuters,11469
36163,"Diess summarized his views on Wolfsburg in a scathing internal report, telling superiors the plant's workforce of 50,000 is bloated with staff whose services are no longer needed but who haven't been fired, a BMW source said.",Reuters,7873
65731,FOREIGN PRESSUREShiramizu is an unlikely scourge of the Toyota tradition.,Reuters,12655
26014,"After the $23 billion offer was rejected by Micron in July, Xu Jinhong, chairman of Unigroup's parent company Tsinghua Holdings, told Reuters that Tsinghua had not given up, saying he hoped the deal ""could eventually come through"".",Reuters,5480
96071,"Qualcomm is one of at least 30 foreign firms to come under scrutiny as China seeks to enforce a 2008 antimonopoly law which some critics say is being used to unfairly target overseas businesses, raising protectionism concerns.",Reuters,15068
23724,"The policy will be incorporated into the US Attorneys' Manual, which federal prosecutors look to for guidance.",Reuters,4906
40413,"In a 60page submission to the U.S. government Sunday made publicly available Monday, Etihad said U.S. Open Skies policy did not prohibit airlines from receiving shareholders loans.",Reuters,8872
99796,"China, which had 153 nationals on board MH370, has been heavily involved, providing ships, aircraft and satellite technology.",Reuters,15353
85402,"Of WalMart's 1.3 million U.S. employees, the company said 1.2 million currently elect to be covered under the company's health insurance plans.",Reuters,14240
92380,The UK arm is also looking for a new chairman.,Reuters,14758
104870,"But his pledge at the Davos World Economic Forum in January that women would occupy 30 percent of leading jobs in Japan by 2020 is lofty: Women now account for only 11 percent of midtosenior management and just 1 percent of executive committee members, according to McKinsey.",Reuters,15788
57137," Comcast Corp (NASDAQ:CMCSA.O), the largest U.S. cable operator, posted fourthquarter revenue that marginally beat estimates as the company added new video and highspeed internet customers.",Reuters,11769
82654,"""We are now in a blackout period so companies have been precluded from conducting tactical buyback activity that has supported the equity market during selloffs in the recent past,"" said Goldman Sachs in a note earlier this week.",Reuters,14057
97916,"He still owns about onefifth of Berkshire, which was a failing textile company before he took it over in 1965, and controls about onethird of its voting power.",Reuters,15209
79323,"Yet for nearly a year longer, BNP continued to process payments for the company, transactions involving over half a billion dollars, the documents noted.",Reuters,13809
92499,"Alibaba, could set a new record for the world's biggest IPO if underwriters exercise an option to sell additional shares to meet demand  putting it as high as $24.3 billion, and overtaking Agricultural Bank of China Ltd's $22.1 billion listing in 2010.",Reuters,14765
45617,"The S&P tech index  slid 1.6 percent, the day's worstperforming sector, while smallcap stocks also underperformed.",Reuters,9946
22359,"Financial markets, which have constantly forecast a far slower pace of policy tightening than the Fed's projections, were less convinced.",Reuters,4612
78192,"Warren Buffet's conglomerate Berkshire Hathaway (N:BRKa) was ranked the sixth least transparent multinational, and the report said major tech companies also performed relatively poorly.",Reuters,13738
10005,"At the time, Treasury and the Internal Revenue Service said they were weighing further actions.",Reuters,2157
81880,"Dow's plastics business has benefited from a shale boom in the United States that has pulled down prices of raw materials such as ethane and naphtha, giving the company an edge over oildependent European rivals.",Reuters,13987
10334,"A quarter of new managing directors are women, the highest percentage ever for the bank, Goldman Sachs said in a statement.",Reuters,2221
1258,"Starboard in a letter to the board of directors implied that Mayer and her officers needed to go, without naming her specifically.",Reuters,253
49530,"McDonald's Corp (N:MCD) has also been stung in China by food scares, but moves to upgrade stores and roll out its McCafe concept have helped offset the damage, analysts said.",Reuters,10628
109632,"The offer, if successful, would bring together two midsized pharmaceutical companies with expertise in skin care and eye care products, and is highly unusual as activist investors typically buy stakes and then agitate for strategic change.",Reuters,16737
38531,"Orders are seen lower this year after a series of record or nearrecord annual performances, partly because planemakers are sold out six or more years ahead, but demand for widebody longdistance jets remains strong, Wojick said.",Reuters,8457
51562,"Volvo may find the going tougher than in its U.S. heyday, which saw 2004 deliveries approach 140,000.",Reuters,10999
64005,"The offer of additional yield moved the syndication forward, however.",Reuters,12473
85191,Tesco is now reeling from an accounting scandal and a downturn in trading that has knocked 4 billion pounds off its market value in a matter of weeks.,Reuters,14228
45432,The benchmark S&P 500 index posted 10 new 52week highs and no new lows; the Nasdaq Composite recorded 35 new highs and 69 new lows.,Reuters,9929
14350,"Donaldson, whose Evansville, Indiana, firm holds UPS shares, said he was confident the company would do better this year.",Reuters,3037
89527,"Boeing says it responds to market forces, though it is also less constrained by Europe's labour laws.",Reuters,14530
81173,"There was also focus on Russia and Ukraine, with Russia facing a rating review from Standard & Poor's later and elections taking place in Ukraine on Sunday.",Reuters,13945
86665,"""It is the first vehicle we will put on the road here where there really is no reason for rejection in terms of either size or capability.""",Reuters,14322
90662,"Bank of America has been able to take out more than $4 billion in costs after shrinking the businesses in which it is involved and deciding to stop trying to add new customers, Athanasia said.",Reuters,14636
77897, Britain's big banks could be broken up after the country's competition watchdog launched a fullblown investigation into services for small business customers and personal accounts because of a lack of competition.,Reuters,13722
43829,Many Muslims regard depictions of the prophet – such as the caricatures displayed at the event  as offensive and against the religion's teachings.,Reuters,9653
48660,"The plan aimed at ""improving efficiencies and capacity utilization and integrating its manufacturing operations,"" Whirlpool said in a statement.",Reuters,10472
89711,"The fuelpump relay is inside an integrated power module that helps manage other vehicle function, but none of those other functions are affected, Chrysler said.",Reuters,14541
11592, Walt Disney Co reported a rise in quarterly profit that beat Wall Street forecasts as cable networks including ESPN brought in higher advertising revenue and collected more fees from pay TV distributors.,Reuters,2524
102424,"Nissan recalled 755,500 vehicles globally in June, expanding a recall from April 2013.",Reuters,15561
103206,"Ford surprised analysts by posting a profit in Europe, its first in the region in three years.",Reuters,15620
52624,"Shares in the firm, down 6.3 percent over the last six months, closed Friday at 453.5 pence, valuing the business at 891 million pounds ($1.3 billion).($1 = 0.6712 pounds)",Reuters,11189
45025,"""Things in Europe seem pretty calm, we haven't heard anything out of China, and against that backdrop, some of the earnings reports are looking better.",Reuters,9879
65428,RadioShack's shares have fallen nearly 60 percent since its bankruptcy warning through Tuesday's close.,Reuters,12626
29062,"J.P. Morgan's Goldman, though, said Kraft Heinz backer 3G Capital might be reluctant to make another acquisition so soon after its $46 billion deal to combine Kraft and Heinz.",Reuters,6301
